Member_Id,ListAs,DisplayAs,FullTitle
314,"Shipley, Debra",Ms Debra Shipley,Ms Debra Shipley
944,"Shore, Peter",Peter Shore,Rt Hon Peter Shore
300,"Short, Clare",Clare Short,Clare Short
1113,"Short, Renée",Mrs Renée Short,Mrs Renée Short
4013,"Shuker, Gavin",Gavin Shuker,Gavin Shuker MP
1335,"Silkin, John",John Silkin,Rt Hon John Silkin
2420,"Silkin of Dulwich, L.",Lord Silkin of Dulwich,The Lord Silkin of Dulwich
705,"Sillars, Jim",Jim Sillars,Jim Sillars
1173,"Silverman, Julius",Julius Silverman,Julius Silverman
1342,"Silvester, Fred",Fred Silvester,Fred Silvester
1693,"Simeons, Charles",Charles  Simeons,Charles  Simeons
1393,"Simmonds, Mark",Mark Simmonds,Rt Hon Mark Simmonds MP
1391,"Simon, Siôn",Mr Siôn Simon,Mr Siôn Simon
365,"Simpson, Alan",Alan Simpson,Alan Simpson
1597,"Simpson, David",David Simpson,David Simpson MP
126,"Simpson, Keith",Mr Keith Simpson,Mr Keith Simpson MP
1188,"Sims, Roger",Sir Roger Sims,Sir Roger Sims
404,"Singh, Marsha",Mr Marsha Singh,Mr Marsha Singh
1179,"Skeet, Trevor",Sir Trevor Skeet,Sir Trevor Skeet
4021,"Skidmore, Chris",Chris Skidmore,Chris Skidmore MP
325,"Skinner, Dennis",Mr Dennis Skinner,Mr Dennis Skinner MP
1516,"Slaughter, Andy",Andy Slaughter,Andy Slaughter MP
95,"Smith, Andrew",Mr Andrew Smith,Rt Hon Andrew Smith MP
1564,"Smith, Angela",Angela Smith,Angela Smith MP
1609,"Smith, Chloe",Chloe Smith,Chloe Smith MP
1292,"Smith, Cyril",Sir Cyril Smith,Sir Cyril Smith
1267,"Smith, Dudley",Sir Dudley Smith,Sir Dudley Smith
471,"Smith, Geraldine",Geraldine Smith,Geraldine Smith
3960,"Smith, Henry",Henry Smith,Henry Smith MP
269,"Smith, Jacqui",Jacqui Smith,Rt Hon Jacqui Smith
564,"Smith, John",Mr John Smith,Rt Hon John Smith
681,"Smith, John",John Smith,John Smith
4118,"Smith, Julian",Julian Smith,Julian Smith MP
541,"Smith, Llew",Llew Smith,Llew Smith
3928,"Smith, Nick",Nick Smith,Nick Smith MP
4042,"Smith, Owen",Owen Smith,Owen Smith MP
639,"Smith, Robert",Sir Robert Smith,Sir Robert Smith MP
1245,"Smith, Timothy",Timothy Smith,Timothy Smith
4170,"Smith of Basildon, B.",Baroness Smith of Basildon,The Rt Hon. the Baroness Smith of Basildon
186,"Smith of Finsbury, L.",Lord Smith of Finsbury,The Rt Hon. the Lord Smith of Finsbury
644,"Smyth, Martin",The Rev Martin Smyth,The Rev Martin Smyth
319,"Snape, L.",Lord Snape,The Lord Snape
1574,"Snelgrove, Anne",Anne Snelgrove,Anne Snelgrove
116,"Soames, Nicholas",Sir Nicholas Soames,Rt Hon Sir Nicholas Soames MP
160,"Soley, L.",Lord Soley,The Lord Soley
3938,"Soubry, Anna",Anna Soubry,Anna Soubry MP
1592,"Soulsby, Peter",Sir Peter Soulsby,Sir Peter Soulsby
433,"Southworth, Helen",Helen Southworth,Helen Southworth
945,"Spearing, Nigel",Nigel Spearing,Nigel Spearing
1234,"Speed, Keith",Sir Keith Speed,Sir Keith Speed
318,"Spellar, John",Mr John Spellar,Rt Hon John Spellar MP
1281,"Speller, Tony",Tony Speller,Tony Speller
312,"Spelman, Caroline",Mrs Caroline Spelman,Rt Hon Caroline Spelman MP
1363,"Spence, John",John Spence,John Spence
1155,"Spencer, Derek",Sir Derek Spencer,Sir Derek Spencer
4055,"Spencer, Mark",Mr Mark Spencer,Mr Mark Spencer MP
1237,"Spicer, James",Sir James Spicer,Sir James Spicer
270,"Spicer, L.",Lord Spicer,The Lord Spicer
1214,"Spink, Bob",Bob Spink,Bob Spink
1358,"Spriggs, Leslie",Leslie Spriggs,Leslie Spriggs
1190,"Sproat, Iain",Mr Iain Sproat,Mr Iain Sproat
592,"Squire, Rachel",Rachel Squire,Rachel Squire
1195,"Squire, Robin",Mr Robin Squire,Mr Robin Squire
947,"Stainton, Keith",Keith Stainton,Keith Stainton
3136,"Stallard, L.",Lord Stallard,The Lord Stallard
1180,"Stanbrook, Ivor",Ivor Stanbrook,Ivor Stanbrook
91,"Stanley, John",Sir John Stanley,Rt Hon Sir John Stanley MP
19,"Starkey, Phyllis",Dr Phyllis Starkey,Dr Phyllis Starkey
949,"Steel of Aikwood, L.",Lord Steel of Aikwood,The Rt Hon. the Lord Steel of Aikwood KT KBE DL
239,"Steen, Anthony",Mr Anthony Steen,Mr Anthony Steen
508,"Steinberg, Gerry",Mr Gerry Steinberg,Mr Gerry Steinberg
4239,"Stephen, L.",Lord Stephen,The Lord Stephen
1169,"Stephen, Michael",Michael Stephen,Michael Stephen
4044,"Stephenson, Andrew",Andrew Stephenson,Andrew Stephenson MP
1275,"Stern, Michael",Michael Stern,Michael Stern
1291,"Stevens, Lewis",Lewis Stevens,Lewis Stevens
1322,"Stevens, Martin",Martin Stevens,Martin Stevens
287,"Stevenson, George",Mr George Stevenson,Mr George Stevenson
3942,"Stevenson, John",John Stevenson,John Stevenson MP
1239,"Stewart, Allan",Allan Stewart,Allan Stewart
1293,"Stewart, Andy",Andy Stewart,Andy Stewart
3919,"Stewart, Bob",Bob Stewart,Bob Stewart MP
619,"Stewart, David",Mr David Stewart,Mr David Stewart
1370,"Stewart, Donald",Donald Stewart,Rt Hon Donald Stewart
4015,"Stewart, Iain",Iain Stewart,Iain Stewart MP
444,"Stewart, Ian",Ian Stewart,Ian Stewart
4137,"Stewart, Rory",Rory Stewart,Rory Stewart MP
986,"Stewartby, L.",Lord Stewartby,The Rt Hon. the Lord Stewartby RD FBA
356,"Stinchcombe, Paul",Mr Paul Stinchcombe,Mr Paul Stinchcombe
79,"Stoate, Howard",Dr Howard Stoate,Dr Howard Stoate
950,"Stoddart of Swindon, L.",Lord Stoddart of Swindon,The Lord Stoddart of Swindon
1286,"Stokes, John",Sir John Stokes,Sir John Stokes
671,"Stott, Roger",Roger Stott,Roger Stott
724,"Stradling Thomas, John",Sir John Stradling Thomas,Sir John Stradling Thomas
597,"Strang, Gavin",Dr Gavin Strang,Dr Gavin Strang
3748,"Stratford, L.",Lord Stratford,The Lord Stratford
463,"Straw, Jack",Mr Jack Straw,Rt Hon Jack Straw MP
234,"Streeter, Gary",Mr Gary Streeter,Mr Gary Streeter MP
3935,"Stride, Mel",Mel Stride,Mel Stride MP
449,"Stringer, Graham",Graham Stringer,Graham Stringer MP
296,"Stuart, Gisela",Ms Gisela Stuart,Ms Gisela Stuart MP
1482,"Stuart, Graham",Mr Graham Stuart,Mr Graham Stuart MP
445,"Stunell, Andrew",Sir Andrew Stunell,Rt Hon Sir Andrew Stunell MP
4079,"Sturdy, Julian",Julian Sturdy,Julian Sturdy MP
1694,"Stuttaford, Thomas",Dr Thomas  Stuttaford,Dr Thomas  Stuttaford
1227,"Sumberg, David",David Sumberg,David Sumberg
951,"Summerskill, Shirley",Dr Shirley Summerskill,Dr Shirley Summerskill
1297,"Summerson, Hugo",Hugo Summerson,Hugo Summerson
403,"Sutcliffe, Gerry",Mr Gerry Sutcliffe,Mr Gerry Sutcliffe MP
1695,"Sutcliffe, John",John  Sutcliffe,John  Sutcliffe
4045,"Swales, Ian",Ian Swales,Ian Swales MP
55,"Swayne, Desmond",Mr Desmond Swayne,Rt Hon Desmond Swayne MP
1264,"Sweeney, Walter",Walter Sweeney,Walter Sweeney
628,"Swinney, John",Mr John Swinney,Mr John Swinney
1513,"Swinson, Jo",Jo Swinson,Jo Swinson MP
1408,"Swire, Hugo",Mr Hugo Swire,Rt Hon Hugo Swire MP
1218,"Sykes, John",Mr John Sykes,Mr John Sykes
245,"Syms, Robert",Mr Robert Syms,Mr Robert Syms MP
1383,"Tami, Mark",Mark Tami,Mark Tami MP
348,"Tapsell, Peter",Sir Peter Tapsell,Rt Hon Sir Peter Tapsell MP
1696,"Taverne, L.",Lord Taverne,The Lord Taverne QC
505,"Taylor, Dari",Ms Dari Taylor,Ms Dari Taylor
342,"Taylor, David",David Taylor,David Taylor
101,"Taylor, Ian",Mr Ian Taylor,Mr Ian Taylor
313,"Taylor, John",Mr John Taylor,Mr John Taylor
1472,"Taylor, Richard",Dr Richard Taylor,Dr Richard Taylor
1056,"Taylor, Robert",Robert Taylor,Robert Taylor
42,"Taylor, Teddy",Sir Teddy Taylor,Sir Teddy Taylor
407,"Taylor of Bolton, B.",Baroness Taylor of Bolton,The Rt Hon. the Baroness Taylor of Bolton
228,"Taylor of Goss Moor, L.",Lord Taylor of Goss Moor,The Lord Taylor of Goss Moor
1170,"Teather, Sarah",Sarah Teather,Sarah Teather MP
952,"Tebbit, L.",Lord Tebbit,The Rt Hon. the Lord Tebbit CH
267,"Temple-Morris, L.",Lord Temple-Morris,The Lord Temple-Morris
1378,"Terlezki, Stefan",Stefan Terlezki,Stefan Terlezki
953,"Thatcher, B.",Baroness Thatcher,The Rt Hon. the Baroness Thatcher LG OM
177,"Thomas, Gareth",Mr Gareth Thomas,Mr Gareth Thomas MP
532,"Thomas, Gareth",Gareth Thomas,Gareth Thomas
1189,"Thomas, Jeffrey",Jeffrey Thomas,Jeffrey Thomas
1345,"Thomas, Mike",Mike Thomas,Mike Thomas
1046,"Thomas, Peter",Peter Thomas,Rt Hon Peter Thomas
1301,"Thomas, Roger",Dr Roger Thomas,Dr Roger Thomas
1697,"Thomas, Ronald",Ronald  Thomas,Ronald  Thomas
538,"Thomas, Simon",Mr Simon Thomas,Mr Simon Thomas
1276,"Thomason, Roy",Roy Thomason,Roy Thomason
1698,"Thompson, Alan",Alan  Thompson,Alan  Thompson
1228,"Thompson, Donald",Sir Donald Thompson,Sir Donald Thompson
1699,"Thompson, George",George  Thompson,George  Thompson
1265,"Thompson, Jack",Jack Thompson,Jack Thompson
1252,"Thompson, Patrick",Patrick Thompson,Patrick Thompson
659,"Thompson, William",Mr William Thompson,Mr William Thompson
1536,"Thornberry, Emily",Emily Thornberry,Emily Thornberry MP
1289,"Thorne, Neil",Sir Neil Thorne,Sir Neil Thorne
1348,"Thorne, Stanley",Stanley Thorne,Stanley Thorne
1235,"Thornton, Malcolm",Sir Malcolm Thornton,Sir Malcolm Thornton
4273,"Thornton, Mike",Mr Mike Thornton,Mr Mike Thornton MP
1700,"Thorpe, Jeremy",Jeremy  Thorpe,Rt Hon Jeremy  Thorpe
954,"Thurnham, Peter",Peter Thurnham,Peter Thurnham
1399,"Thurso, John",John Thurso,Rt Hon John Thurso MP
1701,"Tierney, Sydney",Sydney  Tierney,Sydney  Tierney
1334,"Tilley, John",John Tilley,John Tilley
163,"Timms, Stephen",Stephen Timms,Rt Hon Stephen Timms MP
1605,"Timpson, Edward",Mr Edward Timpson,Mr Edward Timpson MP
1361,"Tinn, James",James Tinn,James Tinn
367,"Tipping, Paddy",Paddy Tipping,Paddy Tipping
332,"Todd, Mark",Mr Mark Todd,Mr Mark Todd
4105,"Tomlinson, Justin",Justin Tomlinson,Justin Tomlinson MP
1702,"Tomlinson, L.",Lord Tomlinson,The Lord Tomlinson
200,"Tonge, B.",Baroness Tonge,The Baroness Tonge
2830,"Tonypandy, V.",Viscount Tonypandy,The Rt Hon. the Viscount Tonypandy
1703,"Tope, L.",Lord Tope,The Lord Tope CBE
1177,"Torney, Tom",Tom Torney,Tom Torney
542,"Touhig, L.",Lord Touhig,The Rt Hon. the Lord Touhig
371,"Townend, John",Mr John Townend,Mr John Townend
989,"Townsend, Cyril",Sir Cyril Townsend,Sir Cyril Townsend
1260,"Tracey, Richard",Richard Tracey,Richard Tracey
335,"Tredinnick, David",David Tredinnick,David Tredinnick MP
13,"Trend, Michael",Mr Michael Trend,Mr Michael Trend
1704,"Trew, Peter",Peter  Trew,Peter  Trew
410,"Trickett, Jon",Jon Trickett,Jon Trickett MP
658,"Trimble, L.",Lord Trimble,The Rt Hon. the Lord Trimble
955,"Trippier, David",Sir David Trippier,Sir David Trippier
1263,"Trotter, Neville",Sir Neville Trotter,Sir Neville Trotter
4097,"Truss, Elizabeth",Elizabeth Truss,Rt Hon Elizabeth Truss MP
421,"Truswell, Paul",Mr Paul Truswell,Mr Paul Truswell
1705,"Tugendhat, L.",Lord Tugendhat,The Lord Tugendhat
1426,"Turner, Andrew",Mr Andrew Turner,Mr Andrew Turner MP
1706,"Turner, Colin",Sir Colin  Turner,Sir Colin  Turner
23,"Turner, Desmond",Dr Desmond Turner,Dr Desmond Turner
128,"Turner, George",Dr George Turner,Dr George Turner
4030,"Turner, Karl",Karl Turner,Karl Turner MP
460,"Turner, Neil",Mr Neil Turner,Mr Neil Turner
429,"Twigg, Derek",Derek Twigg,Derek Twigg MP
167,"Twigg, Stephen",Stephen Twigg,Stephen Twigg MP
1240,"Twinn, Ian",Dr Ian Twinn,Dr Ian Twinn
225,"Tyler, L.",Lord Tyler,The Lord Tyler
618,"Tynan, Bill",Mr Bill Tynan,Mr Bill Tynan
112,"Tyrie, Andrew",Mr Andrew Tyrie,Mr Andrew Tyrie MP
4128,"Umunna, Chuka",Mr Chuka Umunna,Mr Chuka Umunna MP
4078,"Uppal, Paul",Paul Uppal,Paul Uppal MP
1329,"Urwin, Tom",Tom Urwin,Rt Hon Tom Urwin
1494,"Ussher, Kitty",Kitty Ussher,Kitty Ussher
1580,"Vaizey, Edward",Mr Edward Vaizey,Mr Edward Vaizey MP
1371,"van Straubenzee, William",Sir William van Straubenzee,Sir William van Straubenzee
1496,"Vara, Shailesh",Mr Shailesh Vara,Mr Shailesh Vara MP
1830,"Varley, L.",The Lord Varley,The Rt Hon. the Lord Varley DL
1255,"Vaughan, Gerard",Sir Gerard Vaughan,Sir Gerard Vaughan
338,"Vaz, Keith",Keith Vaz,Rt Hon Keith Vaz MP
4076,"Vaz, Valerie",Valerie Vaz,Valerie Vaz MP
3957,"Vickers, Martin",Martin Vickers,Martin Vickers MP
52,"Viggers, Peter",Sir Peter Viggers,Sir Peter Viggers
1500,"Villiers, Theresa",Mrs Theresa Villiers,Rt Hon Theresa Villiers MP
170,"Vis, Rudi",Dr Rudi Vis,Dr Rudi Vis
722,"Waddington, L.",Lord Waddington,The Rt Hon. the Lord Waddington GCVO DL QC
1308,"Wainwright, Edwin",Edwin Wainwright,Edwin Wainwright
956,"Wainwright, Richard",Richard Wainwright,Richard Wainwright
1278,"Wakeham, L.",Lord Wakeham,The Rt Hon. the Lord Wakeham DL
957,"Waldegrave of North Hill, L.",Lord Waldegrave of North Hill,The Rt Hon. the Lord Waldegrave of North Hill
1707,"Walden, Brian",Brian  Walden,Brian  Walden
958,"Walden, George",George Walden,George Walden
1262,"Walker, Bill",Bill Walker,Bill Walker
643,"Walker, Cecil",Sir Cecil Walker,Sir Cecil Walker
1493,"Walker, Charles",Mr Charles Walker,Mr Charles Walker MP
1006,"Walker, Harold",Sir Harold Walker,Rt Hon Sir Harold Walker
4091,"Walker, Robin",Mr Robin Walker,Mr Robin Walker MP
1708,"Walker, Terry",Terry  Walker,Terry  Walker
1045,"Walker of Worcester, L.",The Lord Walker of Worcester,The Rt Hon. the Lord Walker of Worcester MBE
1326,"Walker-Smith, Derek",Sir Derek Walker-Smith,Rt Hon Sir Derek Walker-Smith
720,"Wall, Pat",Pat Wall,Pat Wall
1108,"Wall, Patrick",Sir Patrick Wall,Sir Patrick Wall
1539,"Wallace, Ben",Mr Ben Wallace,Mr Ben Wallace MP
630,"Wallace of Tankerness, L.",Lord Wallace of Tankerness,The Rt Hon. the Lord Wallace of Tankerness QC
959,"Waller, Gary",Gary Waller,Gary Waller
286,"Walley, Joan",Joan Walley,Joan Walley MP
244,"Walter, Robert",Mr Robert Walter,Mr Robert Walter MP
1298,"Walters, Dennis",Sir Dennis Walters,Sir Dennis Walters
1570,"Waltho, Lynda",Lynda Waltho,Lynda Waltho
1709,"Ward, Christopher",Christopher  Ward,Christopher  Ward
73,"Ward, Claire",Claire Ward,Claire Ward
3923,"Ward, David",Mr David Ward,Mr David Ward MP
1253,"Ward, John",Sir John Ward,Sir John Ward
1225,"Wardell, Gareth",Gareth Wardell,Gareth Wardell
22,"Wardle, Charles",Mr Charles Wardle,Mr Charles Wardle
487,"Wareing, Robert N.",Mr Robert N. Wareing,Mr Robert N. Wareing
1288,"Warren, Kenneth",Sir Kenneth Warren,Sir Kenneth Warren
25,"Waterson, Nigel",Mr Nigel Waterson,Mr Nigel Waterson
1305,"Watkins, David",David Watkins,David Watkins
1462,"Watkinson, Angela",Dame  Angela Watkinson,Dame  Angela Watkinson MP
1352,"Watson, John",John Watson,John Watson
1463,"Watson, Tom",Mr Tom Watson,Mr Tom Watson MP
1241,"Watson of Invergowrie, L.",Lord Watson of Invergowrie,The Lord Watson of Invergowrie
1710,"Watt, Hamish",Hamish  Watt,Hamish  Watt
489,"Watts, Dave",Mr Dave Watts,Mr Dave Watts MP
1259,"Watts, John",John Watts,John Watts
1736,"Weatherill, L.",Lord Weatherill,The Rt Hon. the Lord Weatherill DL
3984,"Weatherley, Mike",Mike Weatherley,Mike Weatherley MP
220,"Webb, Steve",Steve Webb,Rt Hon Steve Webb MP
1331,"Weetch, Ken",Ken Weetch,Ken Weetch
1384,"Weir, Mike",Mr Mike Weir,Mr Mike Weir MP
1182,"Wellbeloved, James",James Wellbeloved,James Wellbeloved
66,"Wells, Bowen",Mr Bowen Wells,Mr Bowen Wells
1223,"Wells, John",Sir John Wells,Sir John Wells
574,"Welsh, Andrew",Mr Andrew Welsh,Mr Andrew Welsh
1282,"Welsh, Michael",Michael Welsh,Michael Welsh
4123,"Wharton, James",James Wharton,James Wharton MP
4053,"Wheeler, Heather",Heather Wheeler,Heather Wheeler MP
1269,"Wheeler, John",Sir John Wheeler,Rt Hon Sir John Wheeler
1711,"Whitaker, Benjamin",Benjamin  Whitaker,Benjamin  Whitaker
20,"White, Brian",Brian White,Brian White
4114,"White, Chris",Chris White,Chris White MP
1299,"White, Frank",Frank White,Frank White
1318,"White, James",James White,James White
3911,"Whiteford, Eilidh",Dr Eilidh Whiteford,Dr Eilidh Whiteford MP
62,"Whitehead, Alan",Dr Alan Whitehead,Dr Alan Whitehead MP
1309,"Whitehead, Philip",Philip Whitehead,Philip Whitehead
1722,"Whitelaw, V.",The Viscount Whitelaw,The Rt Hon. the Viscount Whitelaw KT CH MC
1379,"Whitfield, John",John Whitfield,John Whitfield
961,"Whitlock, William",William Whitlock,William Whitlock
21,"Whitney, Ray",Sir Ray Whitney,Sir Ray Whitney
3940,"Whittaker, Craig",Craig Whittaker,Craig Whittaker MP
39,"Whittingdale, John",Mr John Whittingdale,Mr John Whittingdale MP
1311,"Wickenden, Keith",Keith Wickenden,Keith Wickenden
156,"Wicks, Malcolm",Malcolm Wicks,Rt Hon Malcolm Wicks
85,"Widdecombe, Ann",Miss Ann Widdecombe,Miss Ann Widdecombe
1428,"Wiggin, Bill",Bill Wiggin,Bill Wiggin MP
1270,"Wiggin, Jerry",Sir Jerry Wiggin,Sir Jerry Wiggin
547,"Wigley, L.",Lord Wigley,The Rt Hon. the Lord Wigley
202,"Wilkinson, John",Mr John Wilkinson,Mr John Wilkinson
53,"Willetts, David",Mr David Willetts,Rt Hon David Willetts MP
1360,"Willey, Frederick",Frederick Willey,Rt Hon Frederick Willey
536,"Williams, Alan",Dr Alan Williams,Dr Alan Williams
569,"Williams, Alan",Mr Alan Williams,Mr Alan Williams
1712,"Williams, Alan",Alan  Williams,Alan  Williams
548,"Williams, Betty",Mrs Betty Williams,Mrs Betty Williams
1344,"Williams, Delwyn",Delwyn Williams,Delwyn Williams
1397,"Williams, Hywel",Hywel Williams,Hywel Williams MP
1498,"Williams, Mark",Mr Mark Williams,Mr Mark Williams MP
1394,"Williams, Roger",Roger Williams,Roger Williams MP
1492,"Williams, Stephen",Stephen Williams,Stephen Williams MP
1079,"Williams, Thomas",Sir Thomas Williams,Sir Thomas Williams
740,"Williams of Crosby, B.",Baroness Williams of Crosby,The Rt Hon. the Baroness Williams of Crosby
3976,"Williamson, Chris",Chris Williamson,Chris Williamson MP
4108,"Williamson, Gavin",Gavin Williamson,Gavin Williamson MP
4151,"Willis of Knaresborough, L.",Lord Willis of Knaresborough,The Lord Willis of Knaresborough
1497,"Willott, Jenny",Jenny Willott,Rt Hon Jenny Willott MP
260,"Wills, L.",Lord Wills,The Rt Hon. the Lord Wills
107,"Wilshire, David",Mr David Wilshire,Mr David Wilshire
585,"Wilson, Brian",Mr Brian Wilson,Rt Hon Brian Wilson
1314,"Wilson, Gordon",Gordon Wilson,Gordon Wilson
1016,"Wilson, Harold",Sir Harold Wilson,Rt Hon Sir Harold Wilson
1603,"Wilson, Phil",Phil Wilson,Phil Wilson MP
1556,"Wilson, Rob",Mr Rob Wilson,Mr Rob Wilson MP
1593,"Wilson, Sammy",Sammy Wilson,Sammy Wilson MP
1307,"Wilson, William",William Wilson,William Wilson
316,"Winnick, David",Mr David Winnick,Mr David Winnick MP
425,"Winterton, Ann",Ann Winterton,Ann Winterton
430,"Winterton, Nicholas",Sir Nicholas Winterton,Sir Nicholas Winterton
390,"Winterton, Rosie",Ms Rosie Winterton,Rt Hon Rosie Winterton MP
660,"Wise, Audrey",Mrs Audrey Wise,Mrs Audrey Wise
1440,"Wishart, Pete",Pete Wishart,Pete Wishart MP
962,"Wolfson, Mark",Mark Wolfson,Mark Wolfson
4073,"Wollaston, Sarah",Dr Sarah Wollaston,Dr Sarah Wollaston MP
401,"Wood, Mike",Mike Wood,Mike Wood MP
1156,"Wood, Timothy",Timothy Wood,Timothy Wood
966,"Woodall, Alec",Alec Woodall,Alec Woodall
3917,"Woodcock, John",John Woodcock,John Woodcock MP
963,"Woodcock, Mike",Mike Woodcock,Mike Woodcock
98,"Woodward, Shaun",Mr Shaun Woodward,Rt Hon Shaun Woodward MP
453,"Woolas, Phil",Mr Phil Woolas,Mr Phil Woolas
964,"Woolmer of Leeds, L.",Lord Woolmer of Leeds,The Lord Woolmer of Leeds
1713,"Worsley, Marcus",Sir Marcus  Worsley,Sir Marcus  Worsley
581,"Worthington, Tony",Tony Worthington,Tony Worthington
606,"Wray, Jimmy",Mr Jimmy Wray,Mr Jimmy Wray
965,"Wrigglesworth, L.",Lord Wrigglesworth,The Lord Wrigglesworth
125,"Wright, Anthony",Mr Anthony Wright,Mr Anthony Wright
1461,"Wright, David",David Wright,David Wright MP
1478,"Wright, Iain",Mr Iain Wright,Mr Iain Wright MP
1560,"Wright, Jeremy",Jeremy Wright,Rt Hon Jeremy Wright QC MP
976,"Wright, Sheila",Mrs Sheila Wright,Mrs Sheila Wright
4096,"Wright, Simon",Simon Wright,Simon Wright MP
279,"Wright, Tony",Dr Tony Wright,Dr Tony Wright
4010,"Wright, Alan",Alan Wright,Alan Wright
89,"Wyatt, Derek",Derek Wyatt,Derek Wyatt
1714,"Yates, William",William  Yates,William  Yates
136,"Yeo, Tim",Mr Tim Yeo,Mr Tim Yeo MP
967,"Young, David",David Young,David Young
57,"Young, George",Sir George Young,Rt Hon Sir George Young MP
969,"Younger, George",Sir George Younger,Rt Hon Sir George Younger
1460,"Younger-Ross, Richard",Richard Younger-Ross,Richard Younger-Ross
4113,"Zahawi, Nadhim",Nadhim Zahawi,Nadhim Zahawi MP
